"","Regen_Plot","ID","Fire","Date","Observers","Year.of.Fire","Photos","Datum","Easting","Northing","aspect","slope","parent1","parent2","BARE","ROCK","VEG..BASAL..10.","LITT","CWD","SHRUB","FORBE","GRASS","HARDWOOD","CONIFER","DEAD_OCC","LIVE_OCC","CALVEG_OBS","FIRE_SEV","HIST1","HIST2","HIST3","DUFF_cm","LITT_cm","BA_total_count","BA_live_count","BA_dead_count","NOTES","HERBS","UNDERSTORY.VEG","TREE_live.only","BAF","BA.Total1","BA.Live1","BA.Dead1","dominant_shrub_ht_cm","seed_tree_distance_general","fire.prefix","seed_tree_distance_conifer","seed_tree_distance_hardwood","seed_wall_distance","dominant_tree_1","dominant_tree_2","dominant_tree_3","fire_killed_trees_2.15","fire_killed_trees_15.30","fire_killed_trees_30.45","fire_killed_trees_45.60","fire_killed_trees_60.","dominant_shrub_1","dominant_shrub_2","new_or_revisit","burn_or_control","revisit_relocated_precisely","entered_by","entered_on","CGA","ExistVeg","dominant_shrub_3","x","y","optional","rel_yrs","plant_yrs","salv_yrs","survey_year","survey.years.post","released","salvaged","planted","managed"
"106","ELK2012772","2837","ELK","7/31/2012 0:00:00","Glenn Shelton, Jenell Jackson, Kelly Matsunaga",2007,NA,"NAD83 UTM zone 10",467329,4615801,"93","51",NA,NA,"5","1","0.5","84","10","35","10","30","0","0.5","35","0.5",NA,"4",NA,"NA","NA","0.5","0.5","8","0","8",NA,"30","75","0.5","20","160","0","160","70","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",467329,4615801,"TRUE","","2010","",2012,5,0,0,1,1
"107","ELK2012801","2822","ELK","7/31/2012 0:00:00","Glenn Shelton, Jenell Jackson, Kelly Matsunaga",2007,NA,"NAD83 UTM zone 10",467331,4615593,"46","60",NA,NA,"7","3","0.5","75","15","15","15","0.5","10","0","15","10",NA,"4",NA,"NA","NA","0.5","1.5","2","0","2","4 SASIA resprout clumps","15","80","10","20","40","0","40","40","0.25","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",467331,4615593,"TRUE","","2010","",2012,5,0,0,1,1
"108","ELK2012829","2816","ELK","8/7/2012 0:00:00","Glenn Shelton, Jenell Jackson",2007,NA,"NAD83 UTM zone 10",467330,4615389,"115","64",NA,NA,"7","2","0.5","81","10","15","3","8","50","0","50","10",NA,"3",NA,"NA","NA","0.5","1.5","6","1","5","50% of stand snags","10","15","10","20","120","20","100","25","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",467330,4615389,"TRUE","","2010","",2012,5,0,0,1,1
"109","ELK2012856","2817","ELK","8/7/2012 0:00:00","Glenn Shelton, Jenell Jackson",2007,NA,"NAD83 UTM zone 10",467151,4615184,"149","44",NA,NA,"1.5","40","0.5","56.5","2","20","0.5","60","0","0","2","0.5",NA,"5",NA,"NA","NA","0","0.25","0","0","0","plot is on rocky, barren slope","40","60","0.5","20","0","0","0","150","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",467151,4615184,"TRUE","","2010","",2012,5,0,0,1,1
"110","ELK2012857","2818","ELK","8/7/2012 0:00:00","Glenn Shelton, Jenell Jackson",2007,NA,"NAD83 UTM zone 10",467345,4615195,"151","49",NA,NA,"1","0.5","0.5","97","2","60","0.5","15","30","0","15","50",NA,"5",NA,"NA","NA","0.5","3.6","5","0","5","Lots of snags","15","75","50","20","100","0","100","200","1.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",467345,4615195,"TRUE","","2010","",2012,5,0,0,1,1
"111","FRD0900007","670","FREDS","6/29/2009 0:00:00","kw/bs",2004,"1263","WGS84 UTM zone 10",730151.89,4296878.07,"17","7","gran",NA,"0.5","0","80","20","0","25","30","30","NA","NA","0","0","1","4",NA,"NA","NA","0","1","0","0","0","Invasives: Thistle","NA","NA","NA","20","0","0","0","160","21.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",730151.89,4296878.07,"TRUE","2006","2006","",2009,5,1,0,1,1
"112","FRD0900026","669","FREDS","7/22/2009 0:00:00","kw/bs",2004,"1432","WGS84 UTM zone 10",733975.71,4296405.73,"146","71","gran",NA,"5","10","70","10","0","65","6","0","5","NA","0","0","1","4",NA,"NA","NA","0","2","2","0","2",NA,"NA","NA","NA","20","40","0","40","30","20","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",733975.71,4296405.73,"TRUE","2007, 2009","2007","",2009,5,1,0,1,1
"113","FRD0900030","564","FREDS","6/24/2009 0:00:00","kw/bs",2004,"1215","WGS84 UTM zone 10",736177.98,4296475.84,"167","60","gran",NA,"20","10","30","40","0.5","17","1","12","NA","NA","0","0","1","5",NA,"NA","NA","0","1","1","0","1","cheatgrass present","NA","NA","NA","20","20","0","20","40","31.36","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",736177.98,4296475.84,"TRUE","2009","","",2009,5,1,0,0,1
"114","FRD0900031","565","FREDS","6/24/2009 0:00:00","kw/bs",2004,"1217","WGS84 UTM zone 10",736375.91,4296483.66,"195","73","gran",NA,"10","0","25","60","5","10","1","15","NA","NA","0","0","1","5",NA,"NA","NA","0.5","1","0","0","0","LACE present, LOCR .5%","NA","NA","NA","20","0","0","0","60","32.22","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",736375.91,4296483.66,"TRUE","2009","","",2009,5,1,0,0,1
"115","FRD0900038","581","FREDS","7/21/2009 0:00:00","kw/bs",2004,"1407","WGS84 UTM zone 10",732780.82,4296160.75,"153","54","gran",NA,"10","1","70","10","10","55","5","10","NA","NA","2","0","1","5",NA,"NA","NA","0","0.25","8","0","8","Invasives: Cheatgrass +. No existing live trees","NA","NA","NA","20","160","0","160","95","165","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",732780.82,4296160.75,"TRUE","2009","","",2009,5,1,0,0,1
"116","FRD1100024","1555","FREDS","10/13/2011 0:00:00","CP, KW",2004,"FREDSCLASS1-24","NAD83 UTM zone 10",738166.52,4297322.29,"278","25","GRANITE",NA,"30","0.5","0.5","67","3","1","0.5","0.5","0","3","5","3","1","1",NA,"NA","NA","0","0.2","7","7","0","Thinned, many years ago.","1","2","3","20","140","140","0","20","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",738166.52,4297322.29,"TRUE","2009, 2007","2007","",2011,7,1,0,1,1
"117","FRD1100025","1556","FREDS","8/13/2011 0:00:00","CP, KW",2004,"FREDSCLASS1-25","NAD83 UTM zone 10",738549.45,4297354.44,"160","14","GRANITE",NA,"32","1","2","60","5","4","2","0","0","11","4","10","1","2",NA,"NA","NA","0","0.2","10","8","2",NA,"2","7","11","20","200","160","40","50","2.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",738549.45,4297354.44,"TRUE","2007, 2009","2007","",2011,7,1,0,1,1
"118","FRD1100182","1548","FREDS","12/9/2011 0:00:00","CP, KW",2004,"FREDCNTRL182","NAD83 UTM zone 10",738734.66,4297527.86,"142","28","GRANITE",NA,"1","40","2","54","3","8","2","1","0","45","10","45","1","0",NA,"NA","NA","0.3","0.7","6","6","0","Edge of burn.  Moved 20m off the road","3","10","45","20","120","120","0","40","1.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",738734.66,4297527.86,"TRUE","2011, 2007","2007","",2011,7,1,0,1,1
"119","FRN1200322","1830","FREDS","8/1/2012 0:00:00","AA, CP, CR, LJ, MS",2004,"frn110-0117","NAD83 UTM zone 10",736191.28,4296737.87,"102","15","GRANITE",NA,"2","1","0.5","96","1","12","3","25","0","1","0","0","1","5",NA,"NA","NA","0","3","6","4","2","BAF 5   plot appears to fall within an old road; presence of old cutting","28","41","1","5","30","20","10","25","26.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",736191.28,4296737.87,"TRUE","2007, 2012, 2009, 2010","2007","",2012,8,1,0,1,1
"120","FRN1200323","1976","FREDS","8/1/2012 0:00:00","AA, CP, CR, LJ, MS",2004,"FRD 110-0111 LJ","NAD83 UTM zone 10",736398.18,4296732.33,"192","38","GRANITE",NA,"2","60","4","30","4","2","0.5","1","0","85","1","85","1","2",NA,"NA","NA","0","3","16","14","2","BAF 20","1","3","85","20","320","280","40","35","0.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",736398.18,4296732.33,"TRUE","2007, 2012, 2009, 2010","2007","",2012,8,1,0,1,1
"121","FRN1200324","1831","FREDS","8/1/2012 0:00:00","AA, LJ, CP, CR, MS",2004,"frn110-0126","NAD83 UTM zone 10",736593.88,4296734.36,"178","39","GRANITE",NA,"5","1","0.5","91","3","12","1","20","0","7","0","0.5","1","5",NA,"NA","NA","0","2","6","4","2","BAF 5   plot appears managed","21","40","7","5","30","20","10","80","10.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",736593.88,4296734.36,"TRUE","2007, 2012, 2009, 2010","2007","",2012,8,1,0,1,1
"122","FRN1200325","1977","FREDS","8/1/2012 0:00:00","AA, CP, CR, LJ, MS",2004,NA,"NAD83 UTM zone 10",736834.95,4296730.27,"179","22","GRANITE",NA,"0.5","2","3","90","5","0","0.5","0","0","70","2","70","1","5",NA,"NA","NA","0.5","1","14","11","3","BAF 20","0","0.5","70","20","280","220","60","NA","2.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",736834.95,4296730.27,"TRUE","2007, 2012, 2009, 2010","2007","",2012,8,1,0,1,1
"123","FRN1200360","1980","FREDS","7/24/2012 0:00:00","AA, CP, CR, LJ",2004,"FRD 110-0014 LJ","NAD83 UTM zone 10",738886.92,4296748.5,"158","34","GRANITE",NA,"4","3","0.5","63","30","9","5","0.5","0","0.5","0.5","0","1","2",NA,"NA","NA","0","1.5","8","4","4","BAF 5","5","14","0.5","5","40","20","20","60","8.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",738886.92,4296748.5,"TRUE","2011, 2007","2007","",2012,8,1,0,1,1
"124","FRN1200376","1832","FREDS","7/25/2012 0:00:00","CP, CR, LJ",2004,"frn110-0058 LJ","NAD83 UTM zone 10",737684.92,4296943.6,"192","30","GRANITE",NA,"8","15","0.5","74","3","5","1","1","0","2","0","0","1","5",NA,"NA","NA","0","1","1","1","0","Salvage logging; most CeaCor is dead - herbicide?","2","9","2","20","20","20","0","60","17.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",737684.92,4296943.6,"TRUE","2007, 2009, 2012, 2010","2007","",2012,8,1,0,1,1
"125","FRN1200378","1834","FREDS","7/25/2012 0:00:00","CP, CR, AA, LJ",2004,"frn110-0040 LJ","NAD83 UTM zone 10",738089.72,4296943.16,"182","34","GRANITE",NA,"1","45","2","27","25","8","10","5","0","0.5","0","10","1","3",NA,"NA","NA","0","1.5","18","14","4",NA,"15","23","10","20","360","280","80","85","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",738089.72,4296943.16,"TRUE","2007, 2009","2007","",2012,8,1,0,1,1
"126","FRN1200382","1835","FREDS","7/24/2012 0:00:00","AA, LJ, CP, CR",2004,"frn110-0012 LJ","NAD83 UTM zone 10",738891.76,4296952.16,"184","40","GRANITE",NA,"2","10","0.5","86","2","81","4","0.5","0","0","0","0","1","1",NA,"NA","NA","0","3","1","0","1","BAF 5","4","75","0","5","5","0","5","90","27.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",738891.76,4296952.16,"TRUE","2011, 2007","2007","",2012,8,1,0,1,1
"127","FRN1200394","1836","FREDS","7/25/2012 0:00:00","CP, CR, LJ",2004,"FRD 110-0060 LJ","NAD83 UTM zone 10",737887.25,4297144.94,"200","19","GRANITE",NA,"40","20","0.5","43","7","0.5","2","0","0","20","0","0","1","5",NA,"NA","NA","0","1","2","0","2","BAF 5","2","22","20","5","10","0","10","30","50.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",737887.25,4297144.94,"TRUE","2010, 2009, 2012, 2007","2007","",2012,8,1,0,1,1
"128","FRN1200395","1981","FREDS","7/25/2012 0:00:00","AA, CP, CR, LJ",2004,"FRD 110-0037 LJ","NAD83 UTM zone 10",738064.28,4297154.93,"178","28","GRANITE",NA,"60","3","0.5","36","3","12","3","6","0.5","65","0","65","1","1",NA,"NA","NA","0","0.5","17","16","1","BAF 20.  MOVED PLOT 16M NW TO AVOID ROAD.","9","21","65","20","340","320","20","30","3.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",738064.28,4297154.93,"TRUE","2007, 2009, 2010","2007","",2012,8,1,0,1,1
"129","FRN1200397","1982","FREDS","7/24/2012 0:00:00","AA, CP, CR, LJ",2004,"FRD 109-0994 LJ","NAD83 UTM zone 10",738484.49,4297147.42,"95","20","GRANITE",NA,"0.5","0.5","5","91","4","0","0","0","0","72","2","72","1","2",NA,"NA","NA","1","2","17","11","6","BAF 20","0","0","72","20","340","220","120","NA","2.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",738484.49,4297147.42,"TRUE","2007, 2009","2007","",2012,8,1,0,1,1
"130","FRN1200398","1837","FREDS","7/24/2012 0:00:00","AA, LJ, CP, CR",2004,"FRD 109-0998 LJ","NAD83 UTM zone 10",738682.84,4297141.37,"202","5","GRANITE",NA,"22","0","0.5","73","5","0","0.5","0","0","0.5","0","0","1","3",NA,"NA","NA","0","1","15","11","4","BAF 5        plot is dominated by dead standing CeaCor","0.5","0.5","0.5","5","75","55","20","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",738682.84,4297141.37,"TRUE","2011, 2007","2007","",2012,8,1,0,1,1
"131","FRN1200399","1983","FREDS","7/24/2012 0:00:00","AA, CP, CR, LJ",2004,"FRD 110-0005 LJ","NAD83 UTM zone 10",738881.64,4297147.7,"192","33","GRANITE",NA,"4","0.5","0.5","90","6","3","35","15","0","0.5","0","0","1","5",NA,"NA","NA","0","1.5","5","0","5","BAF 5","50","53","0.5","5","25","0","25","80","36.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",738881.64,4297147.7,"TRUE","2011, 2007","2007","",2012,8,1,0,1,1
"132","HAR1000040","968","HARDING","8/25/2010 0:00:00","KW, KS",2005,NA,"WGS84 UTM zone 10",730431.48,4390664.93,"330","25","GRANITE",NA,"42","30","1","15","12","37","1","5","0","2","5","0","1","5",NA,"NA","NA","0","0.5","6","0","6","Moved 5 meters to South of drainage.","NA","NA","NA","20","120","0","120","10","19","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",730431.48,4390664.93,"TRUE","","2007","",2010,5,0,0,1,1
"133","MOO1200338","1693","MOONLIGHT","8/15/2012 0:00:00","CP, LJ, MS",2007,"MOO110-0272 LJ","NAD83 UTM zone 10",696161.96,4448186.66,"348","13","GRANITE",NA,"2","1","0.5","95","2","5","15","90","0","15","0","10","1","1",NA,"NA","NA","0","1.5","5","5","0","BAF 5","95","98","15","5","25","25","0","130","11","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",696161.96,4448186.66,"TRUE","","","2009",2012,5,0,1,0,1
"134","MOO1200339","1694","MOONLIGHT","8/15/2012 0:00:00","CP, LJ, MS",2007,"MOO110-0224 LJ","NAD83 UTM zone 10",695963.69,4448185.61,"92","5","GRANITE",NA,"6","1","0.5","91","2","80","4","0","0","0.5","4","0","1","5",NA,"NA","NA","0","2","6","0","6","BAF 20","4","80","0.5","20","120","0","120","100","32.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",695963.69,4448185.61,"TRUE","","","2009",2012,5,0,1,0,1
"135","MOO1200340","1695","MOONLIGHT","8/15/2012 0:00:00","CP, LJ, MS",2007,"MOO110-0276 LJ","NAD83 UTM zone 10",695761.05,4448179.38,"152","24","GRANITE",NA,"5","3","0.5","91","1","40","10","2","0","0.5","6","0.5","1","3",NA,"NA","NA","0","2","16","5","11","BAF 20","12","50","0.5","20","320","100","220","95","7.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",695761.05,4448179.38,"TRUE","","","2009",2012,5,0,1,0,1
"136","MOO1200396","1561","MOONLIGHT","8/9/2012 0:00:00","CP, LJ",2007,"MOO396 JUNO","NAD83 UTM zone 10",698958.89,4448782.22,"114","26","GRANITE",NA,"0","0","3","96","1","9","6","2","0","65","0","65","1","1",NA,"NA","NA","0","2","7","7","0","BAF 20","8","17","65","20","140","140","0","25","1.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",698958.89,4448782.22,"TRUE","","2009","",2012,5,0,0,1,1
"137","MOO1200397","1562","MOONLIGHT","8/9/2012 0:00:00","CP, LJ",2007,"MOO397 JUNO","NAD83 UTM zone 10",698763.82,4448781.69,"245","20","GRANITE",NA,"15","2","0.5","83","0","30","5","10","0","5","10","5","1","4",NA,"NA","NA","0","1.5","5","1","4","BAF 10","15","45","5","10","50","10","40","100","3.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",698763.82,4448781.69,"TRUE","","2009","",2012,5,0,0,1,1
"138","MOO1200437","1568","MOONLIGHT","8/9/2012 0:00:00","AA, CR, MS",2007,"MOO91 AA","NAD83 UTM zone 10",699475.75,4449376.98,"94","39","GRANITE",NA,"15","2","0.5","79","4","67","0.5","0","0","0.5","0","0","1","5",NA,"NA","NA","0","1","8","0","8","BAF 20","0.5","67","0.5","20","160","0","160","65","22.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",699475.75,4449376.98,"TRUE","","2009","",2012,5,0,0,1,1
"139","MOO1200438","1569","MOONLIGHT","8/9/2012 0:00:00","AA, CR, MS",2007,"MOO89 AA","NAD83 UTM zone 10",699264.5,4449375.11,"210","9","GRANITE",NA,"20","0","0.5","65","15","50","8","0.5","0","0","6","0","1","4",NA,"NA","NA","0","0.5","10","2","8","BAF 20","8","58","0","20","200","40","160","80","9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",699264.5,4449375.11,"TRUE","","2009","",2012,5,0,0,1,1
"140","MOO1200905","1585","MOONLIGHT","8/13/2012 0:00:00","AA, CR, LJ, MS",2007,"MOO103 AA","NAD83 UTM zone 10",701070.74,4452973.2,"234","30","GRANITE",NA,"3","10","0.5","87","0.5","6","5","15","0","5","3","5","1","3",NA,"NA","NA","0","4","7","6","1","BAF 10","20","26","5","10","70","60","10","7","4.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",701070.74,4452973.2,"TRUE","","2009","",2012,5,0,0,1,1
"141","MOO1200950","1589","MOONLIGHT","8/13/2012 0:00:00","AA, CR, LJ, MS",2007,"MOO99 AA","NAD83 UTM zone 10",701262.38,4453380.57,"44","9","GRANITE",NA,"0","0","1","99","0","62","1","5","0","10","0","10","1","1",NA,"NA","NA","0","4","7","7","0","BAF 20","6","68","10","20","140","140","0","8","2.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",701262.38,4453380.57,"TRUE","","","2010",2012,5,0,1,0,1
"142","MOO1200976","1594","MOONLIGHT","8/7/2012 0:00:00","CP, LJ",2007,"MOO976 JUNO","NAD83 UTM zone 10",700563.93,4453382.81,"140","36","GRANITE",NA,"3","15","0.5","77","5","65","1","8","0","0","0.5","0","1","5",NA,"NA","NA","0","0.5","5","0","5","BAF 5","8","70","0","5","25","0","25","105","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",700563.93,4453382.81,"TRUE","","2010","2009",2012,5,0,1,1,1
"143","MOO1200978","1595","MOONLIGHT","8/7/2012 0:00:00","CP, LJ",2007,"MOO978 JUNO","NAD83 UTM zone 10",700368.76,4453386.55,"220","22","GRANITE",NA,"4","0","0.5","91","5","50","4","10","0","0","5","0","1","5",NA,"NA","NA","0","0.5","9","0","9","BAF 5","13","60","0","5","45","0","45","80","87","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",700368.76,4453386.55,"TRUE","","2010","2009",2012,5,0,1,1,1
"144","MOO1200991","1599","MOONLIGHT","8/7/2012 0:00:00","AA, CR, MS",2007,"MOO27 AA","NAD83 UTM zone 10",701464.28,4453777.32,"244","16","GRANITE",NA,"0","9","2","86","3","18","2","5","0","35","25","35","1","1",NA,"NA","NA","0","3","7","6","1","BAF 20.  MOVED PLOT 10m WEST TO AVOID ROAD","7","25","35","20","140","120","20","55","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",701464.28,4453777.32,"TRUE","","","2010",2012,5,0,1,0,1
"145","MOO1200999","1602","MOONLIGHT","8/7/2012 0:00:00","CP, LJ",2007,"MOO999 JUNO","NAD83 UTM zone 10",700562.47,4453591.77,"200","14","GRANITE",NA,"4","0","0.5","92","4","40","25","8","0","0.5","0.5","0","1","5",NA,"NA","NA","0","1","7","0","7","BAF 10.  SEEDLINGS FOR BELT TALLY WERE COUNTED ALONG A ROAD.","32","70","0.5","10","70","0","70","100","86","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",700562.47,4453591.77,"TRUE","","2010","2009",2012,5,0,1,1,1
"146","MOO1201001","1603","MOONLIGHT","8/7/2012 0:00:00","CP, LJ",2007,"MOO1001 JUNO","NAD83 UTM zone 10",700357.84,4453580.1,"62","16","GRANITE",NA,"3","0","0.5","90","7","25","7","5","0","0","0","0","1","5",NA,"NA","NA","0","2","7","0","7","BAF 5.  SEEDLINGS FOR BELT TALLY WERE COUNTED ALONG A ROAD.","10","35","0","5","35","0","35","65","99","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",700357.84,4453580.1,"TRUE","","2010","2009",2012,5,0,1,1,1
"147","MOO1201012","1607","MOONLIGHT","8/7/2012 0:00:00","AA, CR, MS",2007,"MOO45 AA","NAD83 UTM zone 10",701466.84,4453972.96,"242","9","GRANITE",NA,"1","0","2","95","2","8","16","1","0","20","3","20","1","1",NA,"NA","NA","0","3","8","8","0","BAF 20","17","25","20","20","160","160","0","20","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",701466.84,4453972.96,"TRUE","","","2010",2012,5,0,1,0,1
"148","MOO1201556","1608","MOONLIGHT","8/7/2012 0:00:00","CP, LJ",2007,"MOO1556 JUNO","NAD83 UTM zone 10",700362.72,4453782.98,"152","14","GRANITE",NA,"12","0.5","0.5","78","10","12","7","15","0","0","0.5","0","1","5",NA,"NA","NA","0","0.5","4","1","3","BAF 5","20","30","0","5","20","5","15","95","39","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",700362.72,4453782.98,"TRUE","","2010","2009",2012,5,0,1,1,1
"149","MOO1201565","1613","MOONLIGHT","8/7/2012 0:00:00","CP, LJ",2007,"MOO1565 JUNO","NAD83 UTM zone 10",700760.74,4453977.22,"120","20","GRANITE",NA,"0.5","0","0.5","100","0.5","12","40","30","0","0","5","0","1","2",NA,"NA","NA","0","1","6","0","6","BAF 20","65","70","0","20","120","0","120","87","6.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",700760.74,4453977.22,"TRUE","","2009","",2012,5,0,0,1,1
"150","MOO1201566","1614","MOONLIGHT","8/7/2012 0:00:00","CP, LJ",2007,"MOO1566 JUNO","NAD83 UTM zone 10",700561.87,4453984.72,"134","11","GRANITE",NA,"4","0.5","0.5","96","0.5","50","15","20","0","0","25","0","1","5",NA,"NA","NA","0","0.5","10","0","10","BAF 20","30","70","0","20","200","0","200","45","142","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",700561.87,4453984.72,"TRUE","","2009","",2012,5,0,0,1,1
"151","MOO1201581","1620","MOONLIGHT","8/6/2012 0:00:00","AA, CR, MS, CP, LJ",2007,"MOO23 AA","NAD83 UTM zone 10",701375.94,4454380.21,"208","44","GRANITE",NA,"0.5","0","4","94","2","0","0","4","0","75","4","75","1","2",NA,"NA","NA","0","3","12","10","2","BAF 20","4","4","75","20","240","200","40","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",701375.94,4454380.21,"TRUE","","","2010",2012,5,0,1,0,1
"152","MOO1201655","1630","MOONLIGHT","8/21/2012 0:00:00","AA, CP, LJ",2007,"MOO201 AA","NAD83 UTM zone 10",694391.69,4454969.19,"334","4","GRANITE",NA,"8","0","0.5","92","0.5","11","10","6","0","0.5","5","0","1","5",NA,"NA","NA","0","0.5","9","0","9","BAF 10","16","27","0.5","10","90","0","90","65","109","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",694391.69,4454969.19,"TRUE","","2010","2009",2012,5,0,1,1,1
