"FIRE_YEAR","FIRE_NAME","VB_ID","NUM_ASSESS","NIFMID_LNK","AGENCY","ICS_CODE","EDIT_DATE"
"2009","BRYSON","2009BRYSON",1,"CDF052009000000","CDF","BEU",20150530
"2009","CASSEL","2009CASSEL",1,"CDF05200900E3ZN","CDF","SHU",20110519
"2009","CHALK","2009CHALK",1,"CDF05142009000102","CDF","SHU",20110519
"2009","COFFIN","2009COFFIN",2,"CDF05200900E41W","CDF","SHU",20150530
"2009","COTTONWOOD","2009COTTONWOOD",1,"USF05122009000142","USF","BDF",20110519
"2009","ELEPHANT","2009ELEPHANT",1,"USF05112009000071","USF","PNF",20100721
"2009","FAIRFIELD","2009FAIRFIELD",1,"NPS05002009000000","NPS","LNP",0
"2009","FORKS","2009FORKS",1,"USF05042009000019","USF","INF",20110519
"2009","GOOSE","2009GOOSE",1,"CDF05142009000100","CDF","SHU",20110520
"2009","GRANITE","2009GRANITE",2,"USF05132009000036","USF","SQF",20100523
"2009","GROUSE","2009GROUSE",2,"NPS05002009001510","NPS","YNP",20150530
"2009","HARDEN","2009HARDEN",2,"NPS05002009001659","NPS","YNP",20150530
"2009","HORSE","2009HORSE",1,"NPS05002009000014","NPS","KNP",20140612
"2009","JESUSITA","2009JESUSITA",2,"CCO052009000000","CCO","SBC",20110620
"2009","KNIGHT","2009KNIGHT",2,"USF05162009000018","USF","STF",20091209
"2009","LABREA","2009LABREA",2,"USF05072009000025","USF","LPF",20091209
"2009","LION","2009LION",2,"USF05132009000024","USF","SQF",0
"2009","LOCKHEED","2009LOCKHEED",2,"CDF052009007246","CDF","CZU",20150530
"2009","LT-17(BACKBONE)","2009BACKBONE",2,"USF05102009000032","USF","SRF",0
"2009","MILFORD_GRADE","2009MILFORD_GRADE",1,"USF05112009000009","USF","PNF",0
"2009","MILL CREEK #4","2009MILLCREEK",1,"BIA05102009000092","BIA","SRF",20101109
"2009","MORRIS","2009MORRIS",1,"USF05012009000137","USF","ANF",20100518
"2009","OAK GLEN 3","2009OAK_GLEN3",2,"CDF052009000000","CDF","BDU",20110520
"2009","REDROCK","2009REDROCK",2,"USF05052009000098","USF","KNF",20110519
"2009","REDSPOT","2009REDSPOT",2,"USF05142009000071","USF","SHF",20091209
"2009","SHEEP","2009SHEEP",2,"USF05122009000171","USF","BDF",20091209
"2009","SHOTGUN","2009SHOTGUN",2,"USF05132009000020","USF","SQF",20110520
"2009","SILVER","2009SILVER",1,"USF05112009000092","USF","PNF",20100721
"2009","STATION","2009STATION",2,"USF05012009000138","USF","ANF",20091209
"2009","SUGARLOAF","2009SUGARLOAF",2,"USF05062009000050","USF","LNF",20110519
"2009","TENNANT","2009TENNANT",2,"USF05052009000045","USF","KNF",0
"2009","WILDCAT","2009WILDCAT",2,"NPS05002009002968","NPS","YNP",20150924
"2009","YUBA","2009YUBA",2,"CDF052009000000","CDF","NEU",20150530
"2010","BAR","2010BAR",2,"USF05112010000027","USF","PNF",20120731
"2010","BODFISH","2010BODFISH",1,"USF05132010000021","USF","SQF",0
"2010","BRIGGS","2010BRIGGS",1,"USF05012010000107","USF","ANF",20130207
"2010","BUCKHORN","2010BUCKHORN",1,"USF05152010000023","USF","SNF",0
"2010","BULL","2010BULL",2,"USF05132010000030","USF","SQF",20100816
"2010","BULLARDS","2010BULLARDS",2,"CDF052010000000","CDF","NEU",0
"2010","CANYON","2010CANYON",2,"USF05132010000041","USF","SQF",20120730
"2010","CONSTANTIA","2010CONSTANTIA",1,"BLM05201000FM15","BLM","NOD",20120731
"2010","MONO","2010MONO",1,"USF05042010000020","USF","INF",20120731
"2010","MONTE","2010MONTE",1,"USF05022010000039","USF","CNF",20120731
"2010","PINECREST","2010PINECREST",1,"USF05162010000011","USF","STF",0
"2010","POST","2010POST",1,"CCO052010000000","CCO","KRN",20120731
"2010","POZO","2010POZO",1,"USF05072010000026","USF","LPF",20120731
"2010","SHEEP","2010SHEEP",2,"NPS05002010000039","NPS","KNP",20101222
"2010","SLOPE","2010SLOPE",2,"NPS05002010000027","NPS","YNP",20140506
